state,district,N,P,K,pH,organic_carbon,soil_moisture,soil_type,temperature_c,humidity_pct,rainfall_mm,wind_speed_ms,solar_radiation_wm2,evapotranspiration_mm,crop
Bihar,Sitamarhi,23.4,33.3,13.3,7.14,0.65,15.5,Clayey,30.4,34.5,32.3,2.0,407.6,3.27,Bajra
Andhra Pradesh,West Godavari,29.7,17.2,25.7,6.13,0.54,41.9,Laterite,26.5,93.0,227.0,3.02,510.3,5.22,Coconut
West Bengal,Purulia,62.5,57.5,36.8,6.06,0.61,18.9,Clayey,27.1,41.9,54.3,0.6,529.6,2.18,Sunflower
Andhra Pradesh,Nandyal,33.7,67.6,35.0,6.45,0.71,30.5,Red Soil,21.7,67.7,76.8,2.02,422.5,2.95,Wheat
Punjab,Barnala,40.1,62.0,57.0,6.6,0.41,21.3,Red Soil,25.1,47.4,66.1,1.34,537.3,4.69,Mirchi
West Bengal,Bankura,29.5,62.6,28.8,5.81,0.57,23.0,Sandy,28.1,51.1,87.2,0.95,415.0,3.56,Toor
Tamil Nadu,Pudukkottai,118.1,53.5,59.1,6.6,0.7,39.6,Sandy,33.4,88.0,189.7,0.42,374.8,3.2,Sugarcane
Uttar Pradesh,Jaunpur,29.7,45.3,24.6,6.17,0.35,21.8,Black Cotton,10.5,48.5,57.8,0.2,490.6,1.4,Mustard
Uttar Pradesh,Muzaffarnagar,39.0,63.7,38.4,6.0,0.52,15.8,Clayey,24.7,35.0,55.9,1.39,479.0,1.13,Bengal Gram
Andhra Pradesh,Krishna,26.3,39.1,19.3,6.19,0.77,16.2,Laterite,32.5,35.9,27.6,1.21,486.4,2.29,Bajra
Tamil Nadu,Mayiladuthurai,46.4,73.4,43.3,6.85,0.78,29.1,Sandy,29.5,64.6,86.5,1.06,420.8,2.54,Soybean
Karnataka,Chikballapur,82.5,51.6,24.9,5.9,0.78,25.8,Loamy,19.8,57.3,73.2,0.57,167.9,5.01,Maize
Rajasthan,Dausa,35.3,57.1,40.6,6.96,0.67,16.1,Black Cotton,18.8,35.8,46.9,2.09,270.6,1.63,Bengal Gram
Punjab,Moga,30.5,25.4,32.4,6.06,0.62,43.3,Black Cotton,27.8,96.3,187.9,0.61,356.3,3.6,Coconut
Maharashtra,Sangli,115.6,43.1,21.3,7.1,0.44,35.8,Sandy,24.8,79.6,64.6,1.16,222.9,3.53,Cotton
Karnataka,Bagalkot,115.3,66.9,55.8,7.32,0.66,36.8,Silty,30.4,81.8,198.3,2.46,620.3,2.97,Sugarcane
Telangana,Jagtial,33.0,66.2,26.0,6.3,0.61,19.6,Clayey,29.2,43.5,68.3,1.07,565.1,2.56,Toor
Bihar,Nalanda,34.6,65.9,36.0,6.38,0.68,22.5,Red Soil,20.0,50.1,88.5,0.41,561.3,2.22,Soybean
Punjab,Ferozepur,24.7,59.9,29.4,7.29,0.58,25.2,Laterite,26.9,56.1,49.2,1.53,545.7,2.74,Urad
Bihar,Banka,46.4,50.5,57.0,6.41,0.4,34.3,Red Soil,25.8,76.2,42.4,0.25,365.6,4.91,Tomato
West Bengal,Uttar Dinajpur,47.0,64.5,66.4,6.76,0.31,33.9,Laterite,22.5,75.4,49.5,1.89,294.9,3.14,Tomato
Bihar,Jehanabad,56.1,56.1,64.1,6.62,0.56,23.0,Silty,18.5,51.1,54.7,2.46,591.7,2.17,Onion
Telangana,Jayashankar Bhoopalpally,123.8,59.9,22.9,6.48,0.78,36.9,Red Soil,25.9,82.0,91.4,0.63,373.0,6.03,Cotton
West Bengal,Malda,24.6,57.7,23.7,6.86,0.4,30.9,Red Soil,26.5,68.6,40.7,1.75,321.1,4.22,Urad
Karnataka,Hassan,26.1,60.7,27.4,6.68,0.63,24.3,Loamy,26.5,54.1,47.8,1.41,350.0,3.98,Moong
Punjab,Patiala,129.3,44.1,23.7,6.95,0.5,36.3,Laterite,23.7,80.7,77.6,1.01,293.6,2.03,Cotton
West Bengal,Uttar Dinajpur,52.9,58.7,41.8,5.91,0.49,19.6,Clayey,26.4,43.5,87.9,2.58,575.4,4.98,Mirchi
West Bengal,Bankura,40.5,57.1,57.6,6.53,0.68,18.9,Loamy,21.0,41.9,51.2,1.16,596.2,3.18,Mirchi
Rajasthan,Dausa,107.1,60.6,51.8,6.94,0.32,39.4,Silty,26.3,87.6,192.5,2.09,544.0,4.56,Sugarcane
Karnataka,Gadag,52.4,48.0,51.5,5.24,0.31,28.8,Loamy,14.3,64.1,67.9,1.76,478.1,2.01,Potato
Uttar Pradesh,Amethi,27.9,37.6,20.2,6.82,0.5,17.2,Sandy,32.1,38.3,30.0,1.66,367.2,2.9,Ragi
West Bengal,Jalpaiguri,33.7,70.4,41.5,6.08,0.66,17.1,Red Soil,23.3,37.9,44.9,0.12,456.7,4.24,Bengal Gram
Bihar,Patna,40.2,48.2,58.8,6.29,0.37,28.9,Loamy,22.6,64.2,48.9,1.62,487.9,4.27,Tomato
Bihar,Katihar,56.5,50.7,45.6,5.76,0.43,27.8,Loamy,19.4,61.7,59.6,2.25,295.6,1.21,Potato
Bihar,Jehanabad,107.9,56.3,59.7,6.93,0.65,37.8,Black Cotton,31.8,84.1,202.7,0.7,430.9,2.94,Sugarcane
Maharashtra,Chandrapur,53.3,54.9,50.2,5.75,0.74,24.3,Black Cotton,12.4,54.0,61.8,1.73,538.9,4.18,Potato
Uttar Pradesh,Kannauj,76.5,35.6,37.3,6.94,0.44,37.3,Sandy,24.2,82.9,283.7,1.61,422.8,1.85,Rice
Andhra Pradesh,Guntur,62.7,57.8,54.3,6.75,0.41,26.8,Red Soil,22.9,59.5,39.8,1.01,499.3,3.16,Onion
Bihar,Vaishali,139.6,44.7,27.5,6.35,0.66,33.9,Black Cotton,23.0,75.3,101.5,2.07,421.0,3.51,Cotton
Tamil Nadu,Madurai,51.4,67.1,51.1,6.03,0.41,20.5,Black Cotton,20.8,45.6,86.0,0.39,376.2,1.83,Mirchi
West Bengal,Malda,27.6,70.6,31.8,5.82,0.39,23.0,Black Cotton,28.9,51.2,84.1,0.65,511.1,1.75,Toor
West Bengal,Murshidabad,109.0,53.5,48.4,6.26,0.44,36.1,Sandy,29.7,80.3,208.8,1.35,411.5,2.65,Sugarcane
Bihar,Sheohar,40.5,69.2,38.4,6.97,0.56,24.7,Red Soil,22.2,54.9,57.6,1.85,434.1,2.37,Wheat
Andhra Pradesh,Prakasam,38.6,20.2,27.5,5.75,0.53,41.6,Red Soil,28.0,92.4,196.9,2.73,405.8,2.92,Coconut
Uttar Pradesh,Kushinagar,35.5,52.9,24.9,6.6,0.4,16.2,Silty,10.4,36.1,52.2,0.83,534.1,3.47,Mustard
West Bengal,Kolkata,16.5,35.5,10.5,6.6,0.48,10.2,Silty,34.3,22.7,20.4,0.69,457.2,3.15,Bajra
West Bengal,Kolkata,26.4,62.3,21.8,6.21,0.79,33.3,Loamy,29.0,74.0,71.5,1.61,453.7,5.54,Urad
Karnataka,Dharwad,97.2,57.6,52.9,6.36,0.31,39.5,Silty,26.1,87.8,204.5,0.39,520.4,3.54,Sugarcane
Punjab,Muktsar,23.1,21.8,14.7,6.86,0.42,9.6,Clayey,31.5,21.4,44.4,1.49,464.5,3.79,Bajra
Bihar,Bhagalpur,54.8,60.5,50.3,6.37,0.75,27.2,Loamy,28.5,60.4,83.6,0.18,473.2,3.1,Mirchi
Uttar Pradesh,Sant Kabir Nagar,49.4,34.8,48.8,6.17,0.58,26.1,Clayey,26.1,58.0,80.1,2.8,667.3,2.44,Tobacco
West Bengal,Murshidabad,42.3,47.3,48.4,6.36,0.75,19.1,Laterite,24.5,42.4,79.2,0.75,513.2,1.15,Groundnut
Rajasthan,Bundi,29.4,29.3,28.5,5.17,0.41,42.0,Silty,28.6,93.4,182.3,2.9,498.3,2.54,Coconut
Bihar,Begusarai,43.5,63.1,40.5,6.71,0.67,21.4,Black Cotton,27.6,47.6,96.5,0.16,383.9,4.35,Soybean
Maharashtra,Sangli,44.4,57.6,41.1,6.03,0.31,27.5,Laterite,19.1,61.1,60.6,0.1,498.5,3.86,Wheat
Andhra Pradesh,Visakhapatnam,59.2,51.6,41.1,6.69,0.7,20.9,Sandy,27.9,46.4,53.7,2.11,362.3,2.93,Sunflower
West Bengal,Jhargram,44.5,58.7,43.8,6.49,0.63,27.8,Sandy,22.8,61.7,67.2,1.37,442.8,4.35,Wheat
Uttar Pradesh,Moradabad,54.3,48.0,60.0,6.85,0.4,35.7,Silty,24.7,79.3,72.6,1.96,674.4,3.98,Tomato
Maharashtra,Sangli,23.1,29.3,32.4,5.44,0.67,43.1,Laterite,25.3,95.8,154.5,0.94,461.0,1.92,Coconut
Karnataka,Haveri,47.7,49.0,30.8,6.46,0.59,22.3,Black Cotton,29.7,49.5,45.9,0.25,367.9,2.99,Sorghum
Andhra Pradesh,Anantapur,37.3,63.7,47.9,6.49,0.7,26.5,Clayey,23.0,58.9,61.7,1.99,427.9,3.86,Mirchi
Tamil Nadu,Dharmapuri,69.0,56.8,64.9,6.13,0.34,28.7,Loamy,20.8,63.7,55.1,1.2,457.8,3.81,Onion
Tamil Nadu,Dindigul,49.4,36.8,36.8,6.07,0.57,29.0,Black Cotton,22.6,64.4,87.8,0.1,584.4,0.1,Tobacco
Punjab,Muktsar,42.4,57.1,65.3,6.67,0.48,31.4,Laterite,21.0,69.7,63.4,0.1,382.9,5.05,Tomato
Telangana,Peddapalli,41.3,64.2,45.0,6.05,0.48,21.4,Black Cotton,22.2,47.6,68.7,0.11,404.6,1.92,Mirchi
Andhra Pradesh,West Godavari,62.2,36.3,44.7,6.98,0.76,37.2,Red Soil,22.4,82.6,269.6,0.85,263.9,3.08,Rice
Karnataka,Kalaburagi,16.0,58.2,20.9,7.1,0.66,30.6,Black Cotton,28.4,68.0,74.3,1.87,455.7,1.32,Urad
Andhra Pradesh,Srikakulam,49.7,55.3,41.1,5.66,0.31,23.0,Laterite,31.8,51.2,62.6,0.83,430.3,2.48,Groundnut
Telangana,Jangaon,24.5,25.9,27.2,5.02,0.53,43.7,Clayey,25.3,97.2,182.5,1.88,258.6,2.41,Coconut
Punjab,SBS Nagar,22.3,60.3,43.7,7.48,0.64,10.1,Clayey,19.9,22.4,33.9,0.27,274.5,3.1,Bengal Gram
Andhra Pradesh,Anantapur,43.4,33.9,28.5,6.02,0.69,14.1,Loamy,32.2,31.4,40.2,0.63,307.3,3.53,Sorghum
Punjab,Ferozepur,35.0,60.7,54.8,6.08,0.52,23.5,Red Soil,29.3,52.2,57.1,1.26,609.1,4.37,Mirchi
Rajasthan,Bikaner,44.4,39.3,45.6,5.83,0.39,28.3,Loamy,22.6,62.8,77.2,0.99,299.0,4.59,Tobacco
West Bengal,South 24 Parganas,112.4,48.7,27.9,7.06,0.57,31.7,Silty,25.8,70.5,89.7,1.87,440.9,4.22,Cotton
Uttar Pradesh,Raebareli,20.5,55.8,25.9,6.31,0.76,21.0,Black Cotton,18.1,46.7,30.4,2.18,452.8,4.6,Mustard
Tamil Nadu,Cuddalore,71.9,46.0,41.8,6.06,0.71,36.4,Silty,25.4,80.9,207.3,0.34,521.7,3.84,Rice
Uttar Pradesh,Lucknow,47.9,49.3,64.9,6.44,0.62,35.9,Sandy,23.7,79.7,76.9,1.46,427.3,2.14,Tomato
Punjab,Jalandhar,81.5,57.8,41.5,6.7,0.48,36.1,Laterite,22.2,80.3,223.9,0.64,629.1,2.67,Rice
Punjab,Hoshiarpur,109.4,57.1,30.0,7.05,0.44,33.8,Sandy,27.9,75.1,69.3,2.32,417.0,1.67,Cotton
Telangana,Wanaparthy,66.6,67.0,38.7,6.35,0.74,24.1,Red Soil,29.1,53.5,54.2,1.0,459.5,1.54,Sunflower
Uttar Pradesh,Aligarh,52.1,54.3,44.3,5.94,0.33,23.2,Loamy,13.0,51.5,54.2,1.27,388.9,1.7,Potato
Telangana,Wanaparthy,54.5,45.6,53.9,6.19,0.35,28.6,Black Cotton,16.3,63.6,52.4,0.91,387.0,2.56,Onion
Maharashtra,Jalna,44.1,64.9,42.8,5.97,0.52,26.6,Sandy,21.6,59.2,61.4,0.78,332.8,4.34,Mirchi
Karnataka,Bengaluru Rural,48.8,66.6,59.0,5.96,0.73,24.3,Red Soil,20.8,54.1,53.5,2.4,516.3,3.28,Mirchi
Maharashtra,Wardha,45.1,37.7,33.7,5.75,0.73,30.2,Laterite,27.7,67.0,67.3,0.25,414.7,3.5,Tobacco
Uttar Pradesh,Lalitpur,110.8,55.8,21.6,7.2,0.78,36.3,Red Soil,22.1,80.7,62.9,0.79,347.4,2.96,Cotton
Karnataka,Bidar,67.9,57.1,36.9,6.67,0.61,20.1,Sandy,28.0,44.6,52.6,1.63,316.6,2.2,Sunflower
Rajasthan,Banswara,29.7,60.0,38.1,6.22,0.72,10.6,Laterite,20.5,23.5,42.5,1.14,568.9,2.52,Bengal Gram
Telangana,Adilabad,64.7,48.7,62.6,6.84,0.4,24.0,Loamy,19.6,53.4,53.9,0.79,444.2,4.61,Onion
Karnataka,Gadag,26.9,31.0,12.1,7.21,0.66,17.6,Laterite,30.5,39.2,26.6,1.32,550.4,3.44,Bajra
Andhra Pradesh,Guntur,52.7,61.9,41.3,5.87,0.79,20.0,Red Soil,25.0,44.5,80.8,0.8,416.1,3.05,Mirchi
Maharashtra,Beed,23.0,63.2,37.5,6.33,0.7,14.0,Silty,24.9,31.1,31.1,1.25,356.8,1.72,Bengal Gram
Rajasthan,Tonk,52.9,41.7,50.0,6.65,0.52,26.8,Loamy,17.6,59.5,39.0,0.56,369.5,3.13,Onion
Andhra Pradesh,Visakhapatnam,57.6,56.4,52.8,6.47,0.61,31.5,Sandy,20.1,69.9,30.9,1.81,487.2,3.12,Onion
Bihar,Darbhanga,139.6,45.3,22.9,6.16,0.74,33.5,Clayey,24.0,74.5,91.3,1.37,420.1,2.23,Cotton
Telangana,Hyderabad,20.3,57.9,42.7,7.07,0.35,14.4,Silty,23.9,31.9,53.6,0.79,410.0,0.93,Bengal Gram
Rajasthan,Dholpur,23.3,52.3,22.2,6.47,0.51,26.5,Sandy,30.3,58.9,60.8,0.1,302.0,3.3,Urad
West Bengal,Jalpaiguri,80.5,53.3,24.4,6.49,0.39,28.7,Red Soil,26.8,63.8,76.8,0.43,725.0,5.24,Maize
Rajasthan,Barmer,37.9,65.2,41.8,7.4,0.7,16.0,Sandy,18.5,35.6,59.3,1.01,435.7,0.35,Bengal Gram
Karnataka,Bidar,34.8,56.3,28.4,5.88,0.76,15.2,Red Soil,18.7,33.8,57.3,1.59,375.4,4.04,Mustard
Tamil Nadu,Kallakurichi,60.2,60.0,36.7,6.51,0.58,21.7,Clayey,26.4,48.2,58.8,0.32,291.3,2.03,Sunflower
Punjab,Barnala,44.0,65.3,34.8,5.69,0.72,23.9,Silty,26.7,53.0,75.8,0.2,201.9,1.62,Toor
Maharashtra,Ratnagiri,69.5,52.2,38.9,6.44,0.49,20.2,Black Cotton,29.3,44.8,64.0,1.22,277.1,0.44,Sunflower
Telangana,Jogulamba Gadwal,20.8,20.4,15.7,7.03,0.65,11.6,Red Soil,28.8,25.8,40.0,2.27,372.9,0.57,Bajra
Tamil Nadu,Thoothukudi,55.4,55.4,60.3,6.92,0.48,28.7,Black Cotton,18.1,63.8,55.8,1.21,463.4,4.41,Tomato
West Bengal,Alipurduar,54.0,47.0,36.3,5.59,0.43,23.7,Sandy,25.3,52.6,70.4,2.2,326.5,2.35,Tobacco
Andhra Pradesh,Krishna,112.5,59.6,43.2,7.21,0.36,40.1,Sandy,27.7,89.1,181.2,0.85,588.6,4.74,Sugarcane
West Bengal,Uttar Dinajpur,15.7,27.2,21.0,5.99,0.34,15.2,Sandy,26.5,33.7,31.7,0.63,548.7,3.17,Ragi
West Bengal,Hooghly,104.6,71.2,51.2,6.38,0.74,37.5,Laterite,26.6,83.4,99.9,0.37,496.9,2.66,Banana
Rajasthan,Ganganagar,38.2,61.7,37.1,6.69,0.39,29.2,Loamy,20.8,64.8,50.9,1.65,441.0,5.51,Soybean
Karnataka,Uttara Kannada,61.8,54.3,38.3,6.33,0.37,23.2,Red Soil,25.8,51.6,42.4,1.78,681.8,3.17,Sunflower
Maharashtra,Ratnagiri,72.7,53.9,22.6,6.78,0.45,26.9,Laterite,21.5,59.7,67.4,0.72,644.9,3.46,Maize
Rajasthan,Baran,10.6,33.3,19.7,7.06,0.53,16.5,Sandy,25.9,36.7,25.9,1.25,371.4,3.23,Bajra
West Bengal,Uttar Dinajpur,52.5,46.6,51.4,6.3,0.32,30.6,Laterite,15.1,67.9,50.9,2.05,408.4,3.79,Onion
Maharashtra,Hingoli,83.5,43.2,19.9,6.97,0.33,27.1,Loamy,21.5,60.3,92.0,1.07,381.1,2.66,Maize
Andhra Pradesh,West Godavari,33.9,45.9,44.9,6.23,0.74,18.0,Silty,28.9,40.1,81.9,1.07,515.7,1.66,Groundnut
Karnataka,Shivamogga,23.3,27.6,27.5,6.25,0.77,43.7,Laterite,28.9,97.1,136.3,0.37,138.2,3.18,Coconut
Karnataka,Chitradurga,17.8,53.7,25.0,6.16,0.71,30.3,Laterite,28.4,67.4,66.0,1.12,521.3,1.53,Urad
Andhra Pradesh,Srikakulam,68.5,46.1,49.0,5.43,0.58,26.1,Sandy,14.1,58.0,56.6,0.83,603.5,2.65,Potato
Telangana,Sangareddy,67.2,47.0,66.8,6.93,0.42,22.5,Silty,18.3,50.0,55.1,1.58,359.3,1.25,Onion
Karnataka,Dakshina Kannada,50.1,54.3,64.1,6.24,0.4,35.2,Black Cotton,20.8,78.3,53.9,1.29,309.2,1.37,Tomato
Tamil Nadu,Kallakurichi,22.2,50.5,21.5,6.12,0.51,25.0,Clayey,30.3,55.6,62.9,0.17,330.3,3.68,Moong
Tamil Nadu,Kallakurichi,24.2,52.9,24.3,6.89,0.46,22.0,Loamy,13.2,48.8,32.7,1.2,361.5,2.3,Mustard
Bihar,Darbhanga,41.7,73.6,30.8,5.72,0.8,22.6,Silty,25.0,50.2,89.3,1.37,473.0,5.56,Toor
Telangana,Sangareddy,35.9,72.8,43.0,6.73,0.59,22.9,Laterite,29.4,50.9,50.4,1.09,793.4,2.17,Soybean
Tamil Nadu,Karur,30.8,58.1,27.7,6.17,0.75,17.3,Black Cotton,17.5,38.4,51.5,1.73,398.0,4.1,Mustard
Karnataka,Ramanagara,27.6,66.9,29.5,6.84,0.5,26.8,Black Cotton,29.7,59.5,44.9,1.3,596.1,1.17,Urad
Telangana,Vikarabad,56.1,35.7,47.3,6.11,0.78,23.3,Clayey,25.7,51.7,87.7,0.24,407.1,2.94,Tobacco
Bihar,Kishanganj,23.6,67.5,41.3,6.93,0.4,9.3,Silty,20.5,20.6,42.7,0.83,556.7,4.33,Bengal Gram
Andhra Pradesh,Visakhapatnam,93.5,57.1,50.4,6.33,0.41,37.0,Black Cotton,26.2,82.2,165.7,1.54,471.3,2.85,Sugarcane
Karnataka,Vijayapura,42.5,44.1,47.1,6.04,0.36,25.9,Clayey,24.6,57.6,74.3,2.55,379.8,4.74,Groundnut
Bihar,Madhubani,21.8,23.5,15.5,6.74,0.35,14.4,Sandy,25.5,32.1,24.7,1.68,373.3,2.81,Bajra
Uttar Pradesh,Pilibhit,29.9,55.9,37.5,6.02,0.6,9.2,Laterite,19.7,20.4,48.4,1.59,417.5,4.39,Bengal Gram
Punjab,Sangrur,43.3,46.2,47.4,6.21,0.65,29.6,Silty,27.4,65.7,87.1,0.59,342.7,3.39,Tobacco
Maharashtra,Nagpur,108.7,59.4,42.6,6.97,0.63,40.3,Laterite,33.2,89.6,189.5,1.91,393.4,2.54,Sugarcane
Rajasthan,Baran,34.8,65.8,32.7,6.9,0.65,22.6,Clayey,29.7,50.2,86.6,1.21,587.2,4.24,Toor
Andhra Pradesh,Krishna,62.7,43.3,56.8,6.41,0.45,25.6,Red Soil,23.9,56.8,38.6,1.24,583.3,5.3,Onion
Punjab,Faridkot,33.6,55.9,27.4,6.17,0.71,17.7,Silty,16.6,39.3,37.5,1.24,263.9,2.14,Mustard
Bihar,Gopalganj,23.7,31.8,16.4,6.55,0.73,14.5,Loamy,31.5,32.2,36.3,0.7,317.5,3.31,Bajra
Rajasthan,Udaipur,46.2,46.7,47.9,6.21,0.47,19.0,Sandy,28.5,42.3,70.6,1.45,344.3,3.63,Groundnut
Karnataka,Mandya,37.5,23.3,26.8,5.23,0.3,41.1,Silty,25.0,91.4,163.8,0.38,436.2,4.24,Coconut
Telangana,Sangareddy,21.9,33.6,15.9,5.46,0.31,18.0,Black Cotton,28.2,40.0,42.7,1.04,399.9,2.9,Ragi
Punjab,Nawanshahr,34.1,73.9,44.8,6.48,0.78,14.7,Clayey,23.2,32.7,50.6,2.33,234.5,3.64,Bengal Gram
Karnataka,Bengaluru Urban,44.8,78.7,38.8,6.34,0.68,27.8,Loamy,22.0,61.8,77.1,1.7,568.0,3.94,Soybean
Tamil Nadu,Virudhunagar,103.4,40.5,27.7,6.1,0.68,36.9,Sandy,25.6,81.9,98.3,0.44,419.9,2.37,Cotton
Andhra Pradesh,East Godavari,52.3,64.2,52.4,6.14,0.49,30.4,Silty,19.0,67.5,49.7,0.28,388.7,2.48,Tomato
Rajasthan,Churu,49.1,47.1,25.6,6.76,0.51,20.0,Laterite,31.1,44.5,59.4,1.78,603.9,3.09,Sorghum
Maharashtra,Mumbai,44.2,58.4,32.0,6.17,0.42,19.4,Red Soil,26.1,43.1,71.2,0.11,313.8,2.69,Toor
Rajasthan,Banswara,26.1,71.1,40.0,6.32,0.32,15.8,Red Soil,22.0,35.0,50.6,0.41,287.4,1.75,Bengal Gram
Andhra Pradesh,Chittoor,69.2,59.6,43.4,6.65,0.72,26.1,Loamy,27.4,58.0,66.5,0.79,492.3,3.16,Sunflower
Andhra Pradesh,West Godavari,42.8,70.3,39.3,6.41,0.77,21.8,Sandy,29.3,48.4,63.4,0.71,336.6,0.1,Soybean
West Bengal,Howrah,39.7,57.6,43.3,6.16,0.4,20.4,Silty,30.7,45.3,79.8,2.08,347.5,0.93,Groundnut
West Bengal,South 24 Parganas,25.0,21.5,24.5,5.27,0.66,12.4,Red Soil,32.2,27.5,39.0,1.88,503.9,5.1,Ragi
Karnataka,Bidar,21.6,51.3,20.3,7.2,0.69,26.1,Sandy,30.5,58.0,47.4,0.91,423.7,3.08,Urad
Rajasthan,Rajsamand,40.8,49.7,33.1,6.31,0.31,24.5,Laterite,25.7,54.4,77.6,1.79,503.3,3.49,Tobacco
Maharashtra,Chandrapur,88.9,45.0,36.7,6.87,0.7,37.0,Loamy,26.8,82.2,185.3,2.0,328.1,3.07,Rice
Bihar,Sheohar,53.9,40.3,61.3,6.93,0.58,25.4,Black Cotton,17.8,56.5,50.8,1.19,226.4,0.1,Onion
Andhra Pradesh,Visakhapatnam,58.4,54.4,53.2,6.31,0.47,29.4,Sandy,22.3,65.4,84.9,1.25,565.3,2.48,Tomato
Andhra Pradesh,Chittoor,70.1,48.4,38.9,6.53,0.37,38.8,Laterite,25.4,86.2,287.6,0.34,502.8,2.4,Rice
Rajasthan,Pratapgarh,48.4,56.1,68.1,6.82,0.74,28.5,Sandy,18.9,63.3,59.9,0.4,521.7,1.14,Tomato
Rajasthan,Jhunjhunu,120.9,50.1,22.5,6.0,0.51,37.3,Sandy,27.7,82.8,68.8,2.54,439.0,1.22,Cotton
Karnataka,Bengaluru Rural,34.3,55.5,48.4,6.97,0.54,25.5,Clayey,28.6,56.6,61.7,1.38,384.2,1.13,Groundnut
Tamil Nadu,Salem,24.1,16.9,26.0,5.22,0.43,41.9,Silty,27.8,93.1,150.9,2.06,457.0,1.53,Coconut
Punjab,Gurdaspur,48.8,31.2,26.9,6.86,0.71,16.2,Loamy,33.2,36.0,57.8,0.22,437.5,1.58,Sorghum
Maharashtra,Amravati,25.4,64.2,25.1,6.5,0.6,19.2,Sandy,27.2,42.6,71.1,1.11,333.0,3.91,Toor
Punjab,Patiala,59.8,48.0,52.1,5.34,0.68,28.4,Black Cotton,14.9,63.1,41.1,0.52,475.5,2.84,Potato
West Bengal,Uttar Dinajpur,21.8,62.6,37.0,6.18,0.56,10.2,Silty,21.5,22.7,48.4,1.32,732.0,4.52,Bengal Gram
Karnataka,Bengaluru Urban,64.2,56.7,40.0,7.06,0.73,26.6,Loamy,29.6,59.1,67.9,0.8,510.8,4.9,Sunflower
Telangana,Peddapalli,62.4,51.0,45.2,6.0,0.67,22.9,Loamy,14.3,50.8,46.6,2.77,577.2,2.81,Potato
Uttar Pradesh,Hamirpur,25.0,38.4,15.2,6.48,0.6,13.3,Loamy,32.6,29.5,22.2,0.53,493.6,1.59,Bajra
Karnataka,Shivamogga,35.4,65.7,30.2,6.5,0.56,19.3,Loamy,28.7,42.8,79.7,2.02,334.2,2.8,Toor
Punjab,Hoshiarpur,23.0,71.9,39.0,6.18,0.6,17.1,Sandy,18.5,37.9,40.2,1.3,300.3,2.8,Bengal Gram
West Bengal,Jhargram,130.3,42.8,28.7,6.51,0.72,33.7,Laterite,26.9,74.8,62.8,0.91,418.1,4.17,Cotton
Karnataka,Davanagere,59.8,42.3,65.7,6.33,0.61,27.0,Sandy,15.6,59.9,33.7,0.17,497.3,2.3,Onion
Karnataka,Bagalkot,31.1,71.9,27.0,6.26,0.62,23.9,Silty,28.9,53.1,68.9,2.55,538.6,2.23,Toor
Tamil Nadu,Thanjavur,35.6,71.8,36.7,6.55,0.35,31.3,Sandy,28.6,69.6,66.4,1.16,565.7,1.92,Soybean
Karnataka,Bagalkot,54.4,38.6,44.7,6.09,0.38,28.2,Laterite,23.5,62.6,74.1,2.48,513.4,4.73,Tobacco
Tamil Nadu,Nilgiris,31.7,59.9,26.3,6.37,0.52,15.2,Loamy,12.3,33.7,36.4,2.22,293.0,2.18,Mustard
Tamil Nadu,Nagapattinam,63.6,44.5,60.0,6.96,0.71,30.7,Silty,17.8,68.3,57.1,2.09,368.7,1.16,Onion
Telangana,Khammam,51.4,60.9,54.7,6.05,0.42,28.3,Silty,20.6,62.9,80.9,0.53,510.5,3.43,Tomato
Punjab,Fatehgarh Sahib,38.2,65.8,30.5,6.4,0.49,26.3,Red Soil,16.1,58.5,61.3,1.15,307.6,4.27,Wheat
Punjab,Pathankot,33.4,71.7,36.2,7.25,0.48,12.8,Laterite,23.7,28.4,40.0,1.68,703.3,2.48,Bengal Gram
Karnataka,Tumakuru,40.6,51.8,36.6,6.63,0.71,25.7,Clayey,16.3,57.2,64.6,1.61,125.5,2.24,Wheat
Telangana,Jagtial,52.8,51.7,43.0,5.06,0.59,25.2,Silty,19.9,56.1,49.2,0.74,649.5,4.04,Potato
Maharashtra,Jalna,91.1,70.4,48.2,6.48,0.75,35.3,Black Cotton,26.1,78.4,94.5,1.0,753.1,3.58,Banana
Rajasthan,Jodhpur,69.5,66.3,44.1,6.88,0.34,20.2,Red Soil,28.9,44.8,55.1,1.77,358.8,3.42,Sunflower
Karnataka,Dakshina Kannada,22.0,53.1,24.1,7.27,0.46,31.4,Clayey,26.9,69.7,40.7,0.82,509.9,2.37,Urad
Bihar,West Champaran,14.3,38.4,23.8,6.21,0.38,14.7,Loamy,29.8,32.6,58.6,1.84,330.4,1.73,Ragi
Rajasthan,Kota,42.0,54.2,53.2,6.2,0.61,29.5,Loamy,19.4,65.6,51.6,2.0,357.5,1.17,Tomato
Karnataka,Shivamogga,60.0,45.7,45.5,5.54,0.78,22.8,Loamy,25.7,50.7,74.7,1.28,312.7,3.88,Tobacco
West Bengal,Murshidabad,53.3,43.2,52.6,6.89,0.66,31.3,Clayey,24.3,69.6,53.6,1.25,488.4,3.42,Onion
Tamil Nadu,Nagapattinam,28.8,57.3,39.2,7.5,0.34,15.2,Laterite,20.8,33.7,38.3,1.82,279.0,1.36,Bengal Gram
